experiment_id,regime,target,model,method,cell,status_scope,archived_raw_value,reconstructed_value,reported_manuscript_value,status_flags,source_reference,discrepancy_description,release_treatment
b-pmc-mistral-npo,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,NPO,Cloze-Delta,experiment,"{""baseline_forget_raw_score"":0.7,""baseline_retain_raw_score"":0.7466666666666667,""formula"":""regime_b_generation"",""method_forget_raw_score"":0.65,""method_retain_raw_score"":0.67,""pooled_baseline"":0.742,""pooling_counts"":{""forget"":100,""pooled"":1000,""retain"":900}}",-2.70,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-npo,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,NPO,BG-R,experiment,"{""baseline_forget_raw_score"":0.3,""baseline_retain_raw_score"":0.3277777777777778,""formula"":""regime_b_generation"",""method_forget_raw_score"":0.43,""method_retain_raw_score"":0.44666666666666666,""pooled_baseline"":0.325,""pooling_counts"":{""forget"":100,""pooled"":1000,""retain"":900}}",137.44,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-npo,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,NPO,BG-F,experiment,"{""baseline_forget_raw_score"":0.3,""baseline_retain_raw_score"":0.3277777777777778,""formula"":""regime_b_generation"",""method_forget_raw_score"":0.43,""method_retain_raw_score"":0.44666666666666666,""pooled_baseline"":0.325,""pooling_counts"":{""forget"":100,""pooled"":1000,""retain"":900}}",132.31,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-npo,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,NPO,BG-Delta,experiment,"{""baseline_forget_raw_score"":0.3,""baseline_retain_raw_score"":0.3277777777777778,""formula"":""regime_b_generation"",""method_forget_raw_score"":0.43,""method_retain_raw_score"":0.44666666666666666,""pooled_baseline"":0.325,""pooling_counts"":{""forget"":100,""pooled"":1000,""retain"":900}}",-5.13,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-npo,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,NPO,ATT-R,experiment,"{""baseline_forget_raw_accuracy"":0.32,""baseline_retain_raw_accuracy"":0.38,""baseline_success_count"":54,""counts"":{""forget"":50,""pooled"":150,""retain"":100},""exact_pvalue"":0.0017832022913445975,""formula"":""regime_b_mcq"",""method_forget_raw_accuracy"":0.5,""method_retain_raw_accuracy"":0.29,""pooled_baseline_accuracy"":0.36,""significant"":true}",36.36,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-npo,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,NPO,ATT-F,experiment,"{""baseline_forget_raw_accuracy"":0.32,""baseline_retain_raw_accuracy"":0.38,""baseline_success_count"":54,""counts"":{""forget"":50,""pooled"":150,""retain"":100},""exact_pvalue"":0.0017832022913445975,""formula"":""regime_b_mcq"",""method_forget_raw_accuracy"":0.5,""method_retain_raw_accuracy"":0.29,""pooled_baseline_accuracy"":0.36,""significant"":true}",227.27,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-npo,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,NPO,ATT-Delta,experiment,"{""baseline_forget_raw_accuracy"":0.32,""baseline_retain_raw_accuracy"":0.38,""baseline_success_count"":54,""counts"":{""forget"":50,""pooled"":150,""retain"":100},""exact_pvalue"":0.0017832022913445975,""formula"":""regime_b_mcq"",""method_forget_raw_accuracy"":0.5,""method_retain_raw_accuracy"":0.29,""pooled_baseline_accuracy"":0.36,""significant"":true}",190.91,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-npo,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,NPO,IDeq-R,experiment,"{""baseline_forget_raw_accuracy"":0.32,""baseline_retain_raw_accuracy"":0.32,""baseline_success_count"":48,""counts"":{""forget"":50,""pooled"":150,""retain"":100},""exact_pvalue"":0.032081960505484605,""formula"":""regime_b_mcq"",""method_forget_raw_accuracy"":0.2,""method_retain_raw_accuracy"":0.25,""pooled_baseline_accuracy"":0.32,""significant"":true}",0.00,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-npo,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,NPO,IDeq-F,experiment,"{""baseline_forget_raw_accuracy"":0.32,""baseline_retain_raw_accuracy"":0.32,""baseline_success_count"":48,""counts"":{""forget"":50,""pooled"":150,""retain"":100},""exact_pvalue"":0.032081960505484605,""formula"":""regime_b_mcq"",""method_forget_raw_accuracy"":0.2,""method_retain_raw_accuracy"":0.25,""pooled_baseline_accuracy"":0.32,""significant"":true}",-71.43,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-npo,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,NPO,IDeq-Delta,experiment,"{""baseline_forget_raw_accuracy"":0.32,""baseline_retain_raw_accuracy"":0.32,""baseline_success_count"":48,""counts"":{""forget"":50,""pooled"":150,""retain"":100},""exact_pvalue"":0.032081960505484605,""formula"":""regime_b_mcq"",""method_forget_raw_accuracy"":0.2,""method_retain_raw_accuracy"":0.25,""pooled_baseline_accuracy"":0.32,""significant"":true}",-71.43,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-npo,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,NPO,ID-R,experiment,"{""baseline_forget_raw_accuracy"":0.2826086956521739,""baseline_retain_raw_accuracy"":0.28,""baseline_success_count"":41,""counts"":{""forget"":46,""pooled"":146,""retain"":100},""exact_pvalue"":0.22032852904022862,""formula"":""regime_b_mcq"",""method_forget_raw_accuracy"":0.30434782608695654,""method_retain_raw_accuracy"":0.25,""pooled_baseline_accuracy"":0.2808219178082192,""significant"":false}",–,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-npo,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,NPO,ID-F,experiment,"{""baseline_forget_raw_accuracy"":0.2826086956521739,""baseline_retain_raw_accuracy"":0.28,""baseline_success_count"":41,""counts"":{""forget"":46,""pooled"":146,""retain"":100},""exact_pvalue"":0.22032852904022862,""formula"":""regime_b_mcq"",""method_forget_raw_accuracy"":0.30434782608695654,""method_retain_raw_accuracy"":0.25,""pooled_baseline_accuracy"":0.2808219178082192,""significant"":false}",–,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-npo,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,NPO,ID-Delta,experiment,"{""baseline_forget_raw_accuracy"":0.2826086956521739,""baseline_retain_raw_accuracy"":0.28,""baseline_success_count"":41,""counts"":{""forget"":46,""pooled"":146,""retain"":100},""exact_pvalue"":0.22032852904022862,""formula"":""regime_b_mcq"",""method_forget_raw_accuracy"":0.30434782608695654,""method_retain_raw_accuracy"":0.25,""pooled_baseline_accuracy"":0.2808219178082192,""significant"":false}",–,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-npo,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,NPO,MMLU,experiment,"{""formula"":""raw_mmlu_accuracy"",""raw_accuracy"":0.2307}",0.23,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-npo,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,NPO,Average,experiment,"{""formula"":""unweighted_mean_unmasked_r_and_f_probe_scores_excluding_delta"",""included_cells"":[""QA-R"",""QA-F"",""Cloze-R"",""Cloze-F"",""BG-R"",""BG-F"",""ATT-R"",""ATT-F"",""IDeq-R"",""IDeq-F""]}",83.13,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/npo_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-rmu,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,RMU,QA-R,experiment,"{""baseline_forget_raw_score"":0.55,""baseline_retain_raw_score"":0.5688888888888889,""formula"":""regime_b_generation"",""method_forget_raw_score"":0.52,""method_retain_raw_score"":0.5477777777777778,""pooled_baseline"":0.567,""pooling_counts"":{""forget"":100,""pooled"":1000,""retain"":900}}",96.61,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-rmu,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,RMU,QA-F,experiment,"{""baseline_forget_raw_score"":0.55,""baseline_retain_raw_score"":0.5688888888888889,""formula"":""regime_b_generation"",""method_forget_raw_score"":0.52,""method_retain_raw_score"":0.5477777777777778,""pooled_baseline"":0.567,""pooling_counts"":{""forget"":100,""pooled"":1000,""retain"":900}}",91.71,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-rmu,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,RMU,QA-Delta,experiment,"{""baseline_forget_raw_score"":0.55,""baseline_retain_raw_score"":0.5688888888888889,""formula"":""regime_b_generation"",""method_forget_raw_score"":0.52,""method_retain_raw_score"":0.5477777777777778,""pooled_baseline"":0.567,""pooling_counts"":{""forget"":100,""pooled"":1000,""retain"":900}}",-4.90,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-rmu,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,RMU,Cloze-R,experiment,"{""baseline_forget_raw_score"":0.7,""baseline_retain_raw_score"":0.7466666666666667,""formula"":""regime_b_generation"",""method_forget_raw_score"":0.64,""method_retain_raw_score"":0.6666666666666666,""pooled_baseline"":0.742,""pooling_counts"":{""forget"":100,""pooled"":1000,""retain"":900}}",89.85,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-rmu,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,RMU,Cloze-F,experiment,"{""baseline_forget_raw_score"":0.7,""baseline_retain_raw_score"":0.7466666666666667,""formula"":""regime_b_generation"",""method_forget_raw_score"":0.64,""method_retain_raw_score"":0.6666666666666666,""pooled_baseline"":0.742,""pooling_counts"":{""forget"":100,""pooled"":1000,""retain"":900}}",86.25,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-rmu,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,RMU,Cloze-Delta,experiment,"{""baseline_forget_raw_score"":0.7,""baseline_retain_raw_score"":0.7466666666666667,""formula"":""regime_b_generation"",""method_forget_raw_score"":0.64,""method_retain_raw_score"":0.6666666666666666,""pooled_baseline"":0.742,""pooling_counts"":{""forget"":100,""pooled"":1000,""retain"":900}}",-3.59,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-rmu,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,RMU,BG-R,experiment,"{""baseline_forget_raw_score"":0.3,""baseline_retain_raw_score"":0.3277777777777778,""formula"":""regime_b_generation"",""method_forget_raw_score"":0.5,""method_retain_raw_score"":0.48777777777777775,""pooled_baseline"":0.325,""pooling_counts"":{""forget"":100,""pooled"":1000,""retain"":900}}",150.09,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-rmu,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,RMU,BG-F,experiment,"{""baseline_forget_raw_score"":0.3,""baseline_retain_raw_score"":0.3277777777777778,""formula"":""regime_b_generation"",""method_forget_raw_score"":0.5,""method_retain_raw_score"":0.48777777777777775,""pooled_baseline"":0.325,""pooling_counts"":{""forget"":100,""pooled"":1000,""retain"":900}}",153.85,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-rmu,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,RMU,BG-Delta,experiment,"{""baseline_forget_raw_score"":0.3,""baseline_retain_raw_score"":0.3277777777777778,""formula"":""regime_b_generation"",""method_forget_raw_score"":0.5,""method_retain_raw_score"":0.48777777777777775,""pooled_baseline"":0.325,""pooling_counts"":{""forget"":100,""pooled"":1000,""retain"":900}}",3.76,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-rmu,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,RMU,ATT-R,experiment,"{""baseline_forget_raw_accuracy"":0.32,""baseline_retain_raw_accuracy"":0.38,""baseline_success_count"":54,""counts"":{""forget"":50,""pooled"":150,""retain"":100},""exact_pvalue"":0.0017832022913445975,""formula"":""regime_b_mcq"",""method_forget_raw_accuracy"":0.26,""method_retain_raw_accuracy"":0.35,""pooled_baseline_accuracy"":0.36,""significant"":true}",90.91,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-rmu,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,RMU,ATT-F,experiment,"{""baseline_forget_raw_accuracy"":0.32,""baseline_retain_raw_accuracy"":0.38,""baseline_success_count"":54,""counts"":{""forget"":50,""pooled"":150,""retain"":100},""exact_pvalue"":0.0017832022913445975,""formula"":""regime_b_mcq"",""method_forget_raw_accuracy"":0.26,""method_retain_raw_accuracy"":0.35,""pooled_baseline_accuracy"":0.36,""significant"":true}",9.09,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
b-pmc-mistral-rmu,B,pmc,mistralai/Mistral-7B-Instruct-v0.2,RMU,ATT-Delta,experiment,"{""baseline_forget_raw_accuracy"":0.32,""baseline_retain_raw_accuracy"":0.38,""baseline_success_count"":54,""counts"":{""forget"":50,""pooled"":150,""retain"":100},""exact_pvalue"":0.0017832022913445975,""formula"":""regime_b_mcq"",""method_forget_raw_accuracy"":0.26,""method_retain_raw_accuracy"":0.35,""pooled_baseline_accuracy"":0.36,""significant"":true}",-81.82,,verified;label_corrected,"{""baseline_metric_sources"":[""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/finetune/pmc_full_universal_Mistral-7B_continual/forget_eval/evaluation_results.json""],""dataset_inventory"":""results/paper/mcq_dataset_inventory.json"",""method_metric_sources"":[""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/retain_eval/evaluation_results.json"",""llm2vec/open_unlearning/saves/unlearn/rmu_PMC_Mixtral/forget_eval/evaluation_results.json""]}",,preserve archived evidence and status
